label,statement,job_title,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context
4,us senate candidate jack kingston spent our tax dollars on thousands of wasteful earmarks,15,0,5.0,1.0,4.0,5.0,1.0,13
2,even members of the nra when they were polled recently were under the impression that everyone has a criminal background check,15,1,0.0,0.0,0.0,1.0,0.0,1
5,the federal government is sending refugees to states with governors who are republicans not to the democrats,1,0,63.0,114.0,51.0,37.0,61.0,1
1,rhode island has the most burdensome level of healthinsurance mandates in the nation,15,4,1.0,1.0,1.0,0.0,1.0,12
4,the national unemployment rate has been above  percent for a record  months,15,0,2.0,12.0,8.0,3.0,1.0,13
0,a cashier earning  per year pays the same virginia income tax rate as a hedge fund manager earning  million per year,15,1,0.0,1.0,0.0,0.0,0.0,0
5,with a bill bringing  million in property tax relief the typical wisconsin homeowner will save approximately  over four years,9,0,26.0,41.0,32.0,40.0,11.0,2
2,it georgia was one of the earliest christian nations the king of thengeorgia in the third century converted to christianity,0,0,31.0,39.0,31.0,37.0,8.0,13
4,in the republican presidential debate in new hampshire none of the candidates mentioned the middle class or education,15,2,2.0,2.0,1.0,2.0,0.0,12
4,says romney invested in a firm that made goods in china that could have been made here in america,1,1,70.0,71.0,160.0,163.0,9.0,6
0,hydrogen sulfide    was used in the genocide of jews in germany,7,0,1.0,1.0,0.0,1.0,0.0,13
2,more than half of our unemployed ohioans have been out of work for six months or more,0,0,3.0,5.0,11.0,11.0,1.0,1
3,says five democratic state senators were for her bicycle tailgating bill before they were against it,15,0,1.0,1.0,0.0,0.0,0.0,5
2,theres not a single solitary example that signing the bill to end glasssteagall had anything to do with the financial crash,1,1,4.0,2.0,12.0,11.0,3.0,1
0, percent of president barack obamas administration has never worked outside government,4,0,1.0,2.0,1.0,1.0,0.0,12
1,big oil gave scott brown ,10,1,3.0,0.0,4.0,2.0,0.0,13
3,in cuyahoga county   percent of weekend voters in  were african american while adult african americans comprise  percent of the county population,15,1,0.0,1.0,2.0,4.0,0.0,0
1,says el paso is the safest city of our size in the nation,15,1,0.0,0.0,1.0,0.0,0.0,13
2,wisconsin republicans repealed a statewide fair pay law that made sure women are treated fairly on the job,1,1,70.0,71.0,160.0,163.0,9.0,3
3,since  when he entered politics jon husted has been on the ballot six times for three different political offices,15,1,0.0,1.0,0.0,0.0,0.0,0
2,georgia has some of the highest gas taxes in the southeast but one of the lowest taxes on gasoline for transportation in the nation,7,0,0.0,0.0,0.0,2.0,0.0,13
2,paul ryan has actually proposed three total three bills that have become law in his entire career dating back to ,15,4,0.0,0.0,0.0,1.0,0.0,11
0,only the state of new york spends more money on medicaid than the state of new jersey,2,0,10.0,17.0,27.0,19.0,8.0,1
3,the average south korean is inches taller than the average north korean a huge gulag,0,0,31.0,39.0,31.0,37.0,8.0,7
4,we cut property taxes by onethird,2,0,30.0,30.0,42.0,23.0,18.0,7
1,says david perdue built his business career outsourcing american jobs,15,1,3.0,0.0,1.0,2.0,0.0,7
4,some of the colleges including am have already guaranteed that they will not increase their tuition,7,0,1.0,0.0,0.0,0.0,0.0,13
0,austin was the site of the first mass shooting in the country,15,1,1.0,1.0,1.0,2.0,1.0,1
1,the legislature needs to spend  million to shore up the pension fund this year and the next  years to keep it afloat,7,0,2.0,3.0,4.0,3.0,0.0,13
3,new castle countys unemployment rate has not almost doubled in the last two years,15,1,1.0,0.0,0.0,0.0,0.0,7
4,sen robert gordon cost us money exempting the newark sports arena from paying property taxes and sticking us with the bill,15,0,1.0,0.0,0.0,0.0,0.0,4
1,mccain said he was opposed to overturning roe v wade now hes for overturning roe v wade,2,0,34.0,32.0,58.0,33.0,19.0,13
0,says bruce braley threatened to sue a neighbor over chickens that came onto his property,0,0,2.0,1.0,1.0,1.0,0.0,7
0,says wisconsin gov scott walker in his budget repair bill is showing that no stone goes unturned as he asks everyone to tighten their belts,15,0,2.0,12.0,8.0,3.0,1.0,13
1,income inequality is worse in towns run by democrat mayors than in towns run by republican mayors,15,0,7.0,8.0,10.0,12.0,3.0,1
1,for more than  years there has not been a nomination and confirmation of a supreme court justice in a presidential election year this is simply not the time to break with decades of bipartisan practice,15,0,2.0,0.0,1.0,1.0,0.0,2
2,mccain used to buck his party on immigration by fighting for comprehensive reform    but when he was running for his partys nomination he    said that he wouldnt even support his own legislation if it came up for a vote,1,1,70.0,71.0,160.0,163.0,9.0,3
4,president obama and democrats spending addiction has driven our national debt to historic proportions maxed out our national credit card and has now led to the democrat downgrade of our countrys aaa credit rating,15,0,1.0,0.0,0.0,1.0,0.0,0
2,the fbi is involved in an investigation about people in the rio grande valley who are using cocaine to buy votes,2,0,11.0,3.0,8.0,6.0,5.0,7
2,says marco rubio wrote and passed bipartisan legislation allowing the va to fire negligent workers,0,0,33.0,24.0,32.0,35.0,5.0,6
4,were practically not allowed to use coal any more what do we do with our coal we ship it to china and they spew it in the air,1,0,63.0,114.0,51.0,37.0,61.0,1
1,deepwaters own testimony    is they said theyll create six jobs,12,1,1.0,0.0,1.0,0.0,0.0,13
1,says mark zandi who wrote a report criticizing donald trumps economic proposals is one of sen john mccains former economic advisers,1,1,40.0,29.0,69.0,76.0,7.0,13
0,there is a  percent increase in violent crime in the state of california and thats just within the last year,15,0,0.0,1.0,0.0,0.0,0.0,7
0,say this biennium liquor sales account for nearly  billion in the state budget,15,2,0.0,1.0,0.0,0.0,0.0,11
1,says he balanced the milwaukee county budget without raising taxes five years in a row,15,2,3.0,5.0,4.0,4.0,2.0,4
1,oregon once again remains among the top five hungriest states in the nation,15,2,0.0,0.0,1.0,0.0,0.0,2
4,says he voted for even stronger protections in the violence against women actthan obamas agenda will allow,15,0,7.0,6.0,5.0,7.0,0.0,6
0,early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms,13,0,0.0,1.0,0.0,2.0,0.0,11
4,ben bernanke has been the most inflationary chairman in the history of the federal reserve,15,0,16.0,15.0,20.0,10.0,11.0,7
1,we have lower family incomes in illinois today than we had  years ago in illinois because of the control of house speaker michael madigan and his democrats,2,0,1.0,0.0,1.0,0.0,0.0,8
2,before taking executive action on immigration president obama stated  times that he does not have the authority to change immigration laws on his own,13,0,0.0,1.0,4.0,3.0,0.0,11
1,obamacare medical device tax has led to the loss of thousands of jobs in us,15,0,1.0,1.0,1.0,0.0,0.0,10
4,human error such as skipping a community in the wisconsin supreme court race is common in the votetabulation process,15,0,1.0,0.0,0.0,0.0,0.0,8
2,at twin river were more than competitive with nearby casinos in slot machine payouts,15,5,0.0,0.0,0.0,1.0,0.0,1
2,understand this is unemployment insurance its not welfare as a lot of my republican colleagues like to suggest it is you pay into it when youre working you get help when youre not,0,1,3.0,4.0,5.0,8.0,1.0,1
3,the substitute budget now adds in tax breaks and tax deductions for those who buy these prisons,7,1,0.0,0.0,0.0,0.0,0.0,8
4,donald trump has described hillary clinton as one of the best secretaries of state in history,10,0,36.0,33.0,15.0,19.0,8.0,13
0,a scheduled speech by president barack obama will be the first time an american president has spoken directly to the nations school children about persisting and succeeding in school,15,1,1.0,2.0,1.0,2.0,0.0,13
1,says under president barack obama the united states has created five million jobs,0,1,1.0,3.0,1.0,3.0,0.0,6
3,with this reform every insured american gets valuable consumer protections and every uninsured american can become insured,13,1,1.0,0.0,2.0,7.0,0.0,3
1,national debt plus unfunded liabilities adds up to  per american household,2,0,34.0,32.0,58.0,33.0,19.0,3
1,says three ukrainians recently captured on a west texas ranch are among individuals from countries that have strong terrorist ties being apprehended near the states border with mexico,2,0,30.0,30.0,42.0,23.0,18.0,1
4,rev wright said that alqaida and the american flag were the same flags,0,0,31.0,39.0,31.0,37.0,8.0,13
2,the average k in america of a person whos  years old is under ,15,1,2.0,1.0,2.0,5.0,1.0,8
3,says mitt romney wants to end tax credits for wind producers,1,1,70.0,71.0,160.0,163.0,9.0,6
2,november  was a record year of turnout more people voted before election day using absentee ballots and voting early than ever before in our history,15,0,0.0,1.0,0.0,1.0,0.0,1
2,if you are born poor in america we rank ninth or tenth in our citizens ability to climb up through that ladder and get themselves into the middle class,4,1,0.0,0.0,0.0,5.0,1.0,3
2,by the time obama took office the bush administration had given the car companies  billion and the money was now gone,1,1,70.0,71.0,160.0,163.0,9.0,6
2,says by reducing chronic health care costs in the state of georgia we can reduce the  billion lost each year due to lack of productivity and economic costs,13,1,3.0,0.0,4.0,3.0,0.0,13
2,president obama has declared disasters in  of  states this year,15,1,4.0,5.0,3.0,7.0,3.0,3
0,the deal to raise the nations debt ceiling will directly link a debt ceiling increase to spending cuts for the first time ever,13,0,1.0,3.0,0.0,0.0,0.0,10
4,sixteen thousand new internal revenue service agents will be empowered to enforce the new health care legislation,13,0,1.0,2.0,5.0,3.0,0.0,1
4,the chinese government provides their people no access to the internet,0,0,33.0,24.0,32.0,35.0,5.0,3
4,sen clinton said the surge of troops in iraq was working now sen clinton says the surge has failed and that we should begin the immediate withdrawal of us troops,0,0,31.0,39.0,31.0,37.0,8.0,0
3,says that except for foreign policy ron pauls voting record and his voting record are virtually identical,13,0,4.0,8.0,3.0,2.0,1.0,13
3,the africanamerican community lost half of their wealth as a result of the wall street collapse,0,3,18.0,12.0,22.0,41.0,0.0,7
1,what concerns me is there is only two sentences that have been written about minority business,6,1,1.0,0.0,2.0,1.0,1.0,5
1,if the republicans were the majority rep barton would have actually the gavel and the chairmanship,15,1,1.0,1.0,1.0,2.0,0.0,13
0,on campaign contributions from electric utilities,15,1,0.0,3.0,0.0,0.0,1.0,8
2,our childrens safety is potentially at risk because nearly half of the apple juice consumed by our children comes from apples grown in china,10,1,0.0,2.0,4.0,4.0,1.0,3
3,by the way im not raising tolls  percentjon corzine did,2,0,10.0,17.0,27.0,19.0,8.0,1
2,if public employees dont pay more for benefits starting april   the equivalent is  state employee layoffs by june   and  to  state and local government employee layoffs in the next two years,9,0,26.0,41.0,32.0,40.0,11.0,8
3,over the past three years deep poverty has reached its highest level on record,4,0,19.0,6.0,16.0,14.0,2.0,13
5,says bernie sanders is going to tax you people at  percent,1,0,63.0,114.0,51.0,37.0,61.0,12
3,says romney wants to add  trillion to the defense budget that the military hasnt asked for,1,1,70.0,71.0,160.0,163.0,9.0,7
5,us rep phil gingrey wants public schools to teach women to stay in their place,15,1,0.0,0.0,0.0,0.0,1.0,2
0,says us house opponent michael williams does not live in and has never voted in the congressional district hes seeking to represent,15,0,3.0,2.0,2.0,0.0,1.0,6
5,no one in american history has moved from a june  announcement to a may  winning of a majority trumps achievement is remarkable,15,0,16.0,15.0,20.0,10.0,11.0,5
2,the interior department is in charge of salmon while theyre in fresh water but the commerce department handles them when theyre in saltwater,1,1,70.0,71.0,160.0,163.0,9.0,3
3,the ustax rate on successful small businesses is  percent while the business tax rate in canada is  percent,4,0,19.0,6.0,16.0,14.0,2.0,1
4,ann mclane kuster is for a government takeover of health care more radical than obamacare and she supports a  billion cut to medicare for current retirees,4,0,3.0,2.0,0.0,0.0,0.0,13
3,last year we spent more than  billion on highways and lord knows we need that but thats more than we spent on amtrak in its entire year history,0,1,2.0,0.0,2.0,1.0,0.0,11
2,you cannot get ebola from just riding on a plane or bus,1,1,70.0,71.0,160.0,163.0,9.0,13
